,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,70.03651428222656,3.0730066299438477,182.87217712402344,0.20954173803329468,2.3687808513641357,71.98223876953125,1336.3994140625,-62.7123908996582,6.230744361877441,0.8498164415359497,369.70281982421875
std,150.09121704101562,17.925437927246094,35.775238037109375,0.07302172482013702,0.8288800716400146,17.535940170288086,385.3185119628906,158.73878479003906,1.1860449314117432,0.47673285007476807,49.88563919067383
min,-179.98045349121094,-44.83832931518555,51.27814865112305,0.07546138763427734,1.005234718322754,11.594568252563477,501.6049499511719,-249.8216094970703,5.0015950202941895,0.20098836719989777,250.55044555664062
25%,-168.5659294128418,-10.31900930404663,162.29869079589844,0.14396866410970688,1.652121901512146,60.93980026245117,1051.3483581542969,-198.16524505615234,5.38510799407959,0.437686026096344,335.1557159423828
50%,155.34334564208984,5.811888217926025,181.18655395507812,0.21171719580888748,2.277639627456665,74.19605255126953,1343.3930053710938,-122.5628662109375,5.881347894668579,0.7765962779521942,374.6737060546875
75%,170.23670959472656,16.10176706314087,203.4474983215332,0.26942622661590576,3.063530385494232,85.25167465209961,1667.6415100097656,85.06045722961426,6.670040607452393,1.1835882067680359,410.69969177246094
max,179.9754180908203,47.90907287597656,334.8365478515625,0.3494962751865387,3.9936716556549072,99.98162078857422,1986.3095703125,247.84913635253906,12.561907768249512,1.978357195854187,448.9098815917969
