,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,126.51811218261719,-1.1692959070205688,126.9131088256836,0.33168116211891174,1.7937806844711304,7.686739921569824,1279.955078125,-186.76654052734375,11.820770263671875,3.418768882751465,76.65028381347656
std,6.816781044006348,12.093761444091797,11.725092887878418,0.014834566973149776,0.660345733165741,1.2962042093276978,353.7389221191406,38.515174865722656,3.3286330699920654,0.4103499948978424,20.994321823120117
min,97.21678161621094,-28.27794647216797,80.78997039794922,0.2499881237745285,1.0019121170043945,5.122676372528076,701.4451904296875,-249.86648559570312,5.148959636688232,2.1787827014923096,50.16316604614258
25%,122.224853515625,-10.23038911819458,120.22867774963379,0.3241857960820198,1.2956959903240204,6.723822355270386,983.0415649414062,-216.4405517578125,9.41342043876648,3.168853998184204,60.85366725921631
50%,126.93025207519531,-2.675979733467102,127.1043701171875,0.334436759352684,1.6519880890846252,7.6395509243011475,1269.0076904296875,-190.31710052490234,11.429502487182617,3.4876761436462402,72.31451034545898
75%,131.2610206604004,7.122805953025818,134.52864456176758,0.34336287528276443,2.1074167490005493,8.629854202270508,1530.4171752929688,-161.34563064575195,13.787169218063354,3.7443950176239014,87.2821159362793
max,149.98162841796875,29.732664108276367,165.6595001220703,0.3499842584133148,3.9839999675750732,11.259031295776367,1999.9884033203125,-55.77098846435547,24.013242721557617,3.9988861083984375,203.6239776611328
