,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
mean,6.680164337158203,-0.7131401896476746,229.59600830078125,0.14920593798160553,3.539942502975464,22.97218894958496,699.90380859375,98.0484619140625,7.775945663452148,1.3097389936447144,295.602294921875
std,4.21102237701416,5.545894622802734,2.8513364791870117,0.005310851614922285,1.3094502687454224,8.712882995605469,27.83507537841797,113.29468536376953,1.7357677221298218,0.37449216842651367,7.734780311584473
min,0.011633675545454025,-9.993956565856934,225.0013427734375,0.1400330811738968,1.0213533639907837,5.007093906402588,650.017822265625,-238.78857421875,5.013763427734375,0.5040961503982544,280.0218811035156
25%,3.0273513197898865,-5.322143077850342,227.13679885864258,0.144843228161335,2.450929045677185,16.627202033996582,675.9331970214844,34.07946586608887,6.444206595420837,1.010280579328537,289.85633087158203
50%,6.3173840045928955,-0.9570452272891998,229.42111206054688,0.1489758864045143,3.5245816707611084,23.34940242767334,700.6836853027344,126.02228927612305,7.576075792312622,1.3006842136383057,295.7985076904297
75%,10.180655002593994,3.6294615864753723,232.03241729736328,0.15346482396125793,4.569634556770325,29.274168014526367,723.8556518554688,186.36478805541992,8.926440477371216,1.606288343667984,301.79334259033203
max,14.974563598632812,9.93439769744873,234.97958374023438,0.15998448431491852,5.99926233291626,51.870079040527344,749.9745483398438,249.9187774658203,14.291925430297852,1.998314380645752,309.961669921875
