,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,-9.38592529296875,-12.17862319946289,183.12167358398438,0.24137519299983978,2.8882627487182617,13.634868621826172,660.961669921875,180.38055419921875,11.482316970825195,1.2060717344284058,370.0489501953125
std,18.080949783325195,19.346532821655273,5.434842109680176,0.03063283860683441,0.6446497440338135,3.27152943611145,167.1472625732422,43.10232925415039,1.1653650999069214,0.4567144811153412,35.90196228027344
min,-34.01262664794922,-42.70703887939453,168.1286163330078,0.2000107616186142,1.0952917337417603,8.015827178955078,403.2677001953125,48.589752197265625,8.693681716918945,0.20221249759197235,259.6759948730469
25%,-22.40950107574463,-25.87783432006836,179.25983428955078,0.21732785925269127,2.415024697780609,10.764981746673584,511.29232025146484,151.75941848754883,10.6853768825531,0.8420892804861069,344.1550750732422
50%,-16.265745162963867,-20.981245040893555,182.95509338378906,0.23651064187288284,2.959547996520996,13.596195697784424,653.8348388671875,183.11731719970703,11.46270227432251,1.222694754600525,369.5622863769531
75%,6.7804553508758545,10.703343391418457,186.81051635742188,0.25863590836524963,3.4148625135421753,16.507541179656982,796.9264831542969,214.94823455810547,12.206128120422363,1.5790232419967651,396.77105712890625
max,32.179073333740234,29.66746711730957,205.700927734375,0.3472283184528351,3.999824047088623,19.87632179260254,999.3668212890625,249.93087768554688,14.97142505645752,1.9947102069854736,449.4716491699219
