,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,-3.8911328315734863,-7.988278865814209,200.29559326171875,0.14644703269004822,3.3855748176574707,25.808101654052734,645.2858276367188,137.10165405273438,8.232778549194336,1.2584211826324463,326.05511474609375
std,10.078125,12.149615287780762,12.001362800598145,0.03478829935193062,0.9444029927253723,14.451086044311523,156.66204833984375,87.3077621459961,1.439947247505188,0.4670948386192322,38.4034423828125
min,-31.857620239257812,-40.92965316772461,160.17359924316406,0.10036496818065643,1.0285398960113525,5.153380870819092,401.2143249511719,-246.3186492919922,5.045692443847656,0.20404040813446045,251.58636474609375
25%,-10.765166759490967,-16.979332447052002,192.49948120117188,0.12124774232506752,2.6862534880638123,13.537545442581177,515.8150329589844,84.40646171569824,7.217935681343079,0.8848231434822083,296.22106170654297
50%,-3.880145311355591,-9.311007499694824,200.86920928955078,0.1380094513297081,3.4560149908065796,23.69510841369629,621.26123046875,156.68775939941406,8.147395133972168,1.3126747608184814,324.670166015625
75%,2.959010422229767,0.6797643750905991,208.61551666259766,0.16128237172961235,4.143346428871155,35.668989181518555,756.1414947509766,206.05134963989258,9.151607036590576,1.6492572724819183,351.8032531738281
max,32.99814224243164,21.434701919555664,232.5525360107422,0.2832087278366089,4.977018356323242,71.91921997070312,992.5071411132812,249.74241638183594,12.727855682373047,1.99751877784729,435.3076171875
