,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,119.36749267578125,-9.747987747192383,166.6545867919922,0.2627924680709839,1.9066400527954102,67.9188232421875,1274.0062255859375,-195.70909118652344,6.553894996643066,0.892147421836853,381.12841796875
std,9.457574844360352,8.64725112915039,11.485206604003906,0.049365680664777756,0.5798248648643494,17.877914428710938,374.48095703125,34.13933181762695,1.1162705421447754,0.4695541560649872,50.491939544677734
min,90.76937103271484,-32.480045318603516,134.34922790527344,0.08932565152645111,1.001799464225769,7.322134971618652,506.7479248046875,-249.8434600830078,5.004124641418457,0.20003224909305573,250.40615844726562
25%,112.47671890258789,-15.535284996032715,159.23173904418945,0.23043867945671082,1.4245862066745758,59.10963535308838,973.3311462402344,-222.81587982177734,5.6531171798706055,0.5000237002968788,348.3409118652344
50%,119.57597732543945,-9.75234603881836,166.19261169433594,0.2678496241569519,1.802663266658783,69.71773529052734,1297.5657958984375,-200.28108978271484,6.327921390533447,0.8463210463523865,392.155029296875
75%,126.35952758789062,-4.033377289772034,174.04869079589844,0.2983098179101944,2.335452139377594,80.94157218933105,1566.5091857910156,-172.45020294189453,7.151255369186401,1.231161206960678,423.09417724609375
max,145.83473205566406,15.698095321655273,214.0198516845703,0.34985828399658203,3.6151657104492188,99.93925476074219,1995.86474609375,-81.5615234375,11.214598655700684,1.9926234483718872,449.6595764160156
