,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,117.44348907470703,6.999134063720703,130.76046752929688,0.3231854736804962,2.223299980163574,7.639670372009277,1314.7296142578125,-169.52056884765625,8.864585876464844,3.3343558311462402,91.5025405883789
std,6.7295427322387695,12.841870307922363,9.503751754760742,0.02019719034433365,0.7604548335075378,1.2624648809432983,349.39813232421875,45.27914047241211,1.8456882238388062,0.49470674991607666,35.18240737915039
min,97.29116821289062,-25.600021362304688,104.37476348876953,0.22974349558353424,1.0020322799682617,5.014636516571045,704.4060668945312,-249.8163604736328,5.247758865356445,1.3435264825820923,50.02035903930664
25%,113.26668548583984,-2.1059688925743103,124.38327980041504,0.3108818829059601,1.6488091051578522,6.69326639175415,1013.1859130859375,-203.58909225463867,7.58243715763092,3.040063261985779,65.37944793701172
50%,117.22790145874023,8.210035800933838,130.97256469726562,0.3274604231119156,2.085920810699463,7.668274402618408,1300.6541748046875,-173.66841888427734,8.611411571502686,3.4480077028274536,83.95692443847656
75%,121.15688514709473,16.776572227478027,137.30016326904297,0.3392506092786789,2.806742787361145,8.471915483474731,1601.4867248535156,-135.66370010375977,9.905145406723022,3.7239376306533813,107.29187965393066
max,141.76426696777344,29.563119888305664,155.0328826904297,0.3499775528907776,3.9906418323516846,12.418953895568848,1994.590576171875,-45.26754379272461,16.810287475585938,3.992997884750366,321.28985595703125
