,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,-7.916155815124512,2.1739494800567627,162.50592041015625,0.15171432495117188,3.140307903289795,26.424110412597656,640.7054443359375,138.17396545410156,7.338749408721924,1.2164723873138428,341.1979675292969
std,12.970946311950684,10.08080005645752,12.910910606384277,0.036596059799194336,0.9908166527748108,15.143024444580078,166.40989685058594,87.33916473388672,1.3694062232971191,0.46148353815078735,41.969078063964844
min,-41.135650634765625,-29.649499893188477,118.1660385131836,0.10031814873218536,1.0237131118774414,5.02259635925293,401.90570068359375,-213.9047393798828,5.0328850746154785,0.23383131623268127,251.4939422607422
25%,-17.092792510986328,-4.6136685609817505,153.26675415039062,0.12317919544875622,2.3906297087669373,14.425506591796875,491.4507751464844,87.43315696716309,6.165041565895081,0.8559394478797913,312.34686279296875
50%,-8.504900932312012,2.03690767288208,162.55455780029297,0.14543044567108154,3.1801527738571167,23.900161743164062,618.8350219726562,157.5635528564453,7.235630750656128,1.223964512348175,341.90704345703125
75%,1.7622981369495392,8.979526996612549,171.19298934936523,0.17100230604410172,3.9286081790924072,34.67698001861572,771.0939178466797,206.2208595275879,8.298861980438232,1.6042225360870361,368.01270294189453
max,26.339580535888672,29.618425369262695,206.2034912109375,0.2759395241737366,4.989226818084717,93.3830337524414,997.451904296875,249.75474548339844,12.118111610412598,1.9945363998413086,449.1343688964844
