,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
mean,-3.393923759460449,-3.3499011993408203,198.60157775878906,0.147863507270813,3.4235100746154785,23.363204956054688,636.5474243164062,108.97265625,8.10537338256836,1.2731009721755981,309.4259033203125
std,9.912250518798828,12.472126960754395,11.461895942687988,0.01984492689371109,0.9591954946517944,12.761920928955078,160.3023681640625,100.6635971069336,1.4632415771484375,0.4435054063796997,29.97406578063965
min,-28.117233276367188,-29.556869506835938,158.66000366210938,0.12000367790460587,1.000389575958252,5.05007791519165,400.0223083496094,-234.6049041748047,5.019711494445801,0.22105664014816284,250.4535675048828
25%,-10.534675598144531,-13.747794151306152,190.4089469909668,0.13145990297198296,2.760095953941345,13.113390684127808,498.81356048583984,40.448163986206055,6.997821807861328,0.9483587890863419,287.10474395751953
50%,-3.382642388343811,-3.913719415664673,198.49971771240234,0.14420365542173386,3.50732684135437,21.043180465698242,614.9294128417969,130.49111938476562,8.117944240570068,1.3038585782051086,308.43138122558594
75%,3.046804189682007,7.411983609199524,205.9417266845703,0.16096509993076324,4.2130807638168335,32.03485679626465,750.8888702392578,189.53225708007812,9.092020988464355,1.6496242582798004,330.8814010620117
max,29.661300659179688,26.1046199798584,242.3562774658203,0.1999482661485672,4.9958696365356445,68.4346694946289,999.3404541015625,249.89166259765625,12.844484329223633,1.9957386255264282,427.078369140625
