,lon,lat,inc,D1AU,delta,launch radius,launch speed,t factor,B1AU,gamma,vsw
count,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
mean,133.60943603515625,-6.1388044357299805,123.96239471435547,0.332841694355011,1.5778002738952637,7.676239013671875,1333.644287109375,-188.6465606689453,14.785499572753906,3.4350833892822266,71.79759216308594
std,5.672546863555908,8.701481819152832,11.134251594543457,0.013625041581690311,0.550898551940918,1.1775062084197998,345.4658203125,39.71430969238281,4.256424427032471,0.3812669813632965,16.66472053527832
min,117.00025177001953,-27.909883499145508,100.13803100585938,0.2817286252975464,1.0020942687988281,5.079614639282227,700.0134887695312,-249.93865966796875,5.072801113128662,1.9172531366348267,50.02811813354492
25%,129.71104049682617,-11.90123462677002,116.44641304016113,0.3257729783654213,1.164433777332306,6.796056747436523,1045.9112854003906,-221.58187103271484,11.681441307067871,3.1765793561935425,58.39610767364502
50%,133.55189514160156,-7.124456405639648,123.48530197143555,0.33649830520153046,1.415871024131775,7.6261982917785645,1335.2910766601562,-193.54495239257812,14.635555744171143,3.4945921897888184,68.66325759887695
75%,137.42706298828125,-0.5715807974338531,131.62039184570312,0.3429194465279579,1.7948186993598938,8.62822151184082,1638.5176696777344,-160.74100494384766,17.60132360458374,3.751718521118164,82.08944511413574
max,149.18417358398438,18.008827209472656,157.75807189941406,0.3499920666217804,3.9798765182495117,10.683046340942383,1988.6822509765625,-72.87678527832031,27.828393936157227,3.9998154640197754,134.61961364746094
